subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	docpath	path	file	basename
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	200	Create new	species	Ulipvirus K1ULIP33	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Molineuxvirinae;Ulipvirus;Ulipvirus K1ULIP33'	NA	361	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	201	Create new	species	Ulipvirus IME184	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:158 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Molineuxvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autosignataviridae//Molineuxvirinae];[Molineuxvirinae//Ulipvirus];[Ulipvirus//]	NA	362	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	201	Create new	species	Ulipvirus IME184	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Molineuxvirinae;Ulipvirus;Ulipvirus IME184'	NA	362	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	202	Create new	species	Ulipvirus cp4	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:158 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Molineuxvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autosignataviridae//Molineuxvirinae];[Molineuxvirinae//Ulipvirus];[Ulipvirus//]	NA	363	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	202	Create new	species	Ulipvirus cp4	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Molineuxvirinae;Ulipvirus;Ulipvirus cp4'	NA	363	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	203	Move	genus	Maculvirus	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Autoscriptoviridae	NA	133	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	203	Move	genus	Maculvirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Maculvirus' to genus named 'Maculvirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus	NA	133	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	204	Create new	species	Maculvirus H256D1	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	364	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	204	Create new	species	Maculvirus H256D1	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus H256D1'	NA	364	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	205	Abolish	species	Maculvirus OWB	SUCCESS	ABOLISH.OK	Change=ABOLISH, applied successfully	ABOLISH species named Maculvirus OWB	NA	6	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	206	Create new	species	Maculvirus SrVc9	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	365	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	206	Create new	species	Maculvirus SrVc9	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus SrVc9'	NA	365	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	207	Create new	species	Maculvirus F23s2	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	366	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	207	Create new	species	Maculvirus F23s2	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus F23s2'	NA	366	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	208	Create new	species	Maculvirus FE11	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	367	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	208	Create new	species	Maculvirus FE11	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus FE11'	NA	367	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	209	Create new	species	Maculvirus DE17	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	368	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	209	Create new	species	Maculvirus DE17	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus DE17'	NA	368	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	210	Create new	species	Maculvirus VP9	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	369	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	210	Create new	species	Maculvirus VP9	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus VP9'	NA	369	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	211	Create new	species	Maculvirus BUCT233	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	370	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	211	Create new	species	Maculvirus BUCT233	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus BUCT233'	NA	370	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	212	Create new	species	Maculvirus DE18	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	371	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	212	Create new	species	Maculvirus DE18	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus DE18'	NA	371	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	213	Create new	species	Maculvirus GHSM17	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	372	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	213	Create new	species	Maculvirus GHSM17	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus GHSM17'	NA	372	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	214	Create new	species	Maculvirus HA5	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	373	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	214	Create new	species	Maculvirus HA5	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus HA5'	NA	373	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	215	Create new	species	Maculvirus MGD1	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	374	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	215	Create new	species	Maculvirus MGD1	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus MGD1'	NA	374	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	216	Create new	species	Maculvirus DE10	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	375	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	216	Create new	species	Maculvirus DE10	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus DE10'	NA	375	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	217	Create new	species	Maculvirus HA1	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	376	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	217	Create new	species	Maculvirus HA1	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus HA1'	NA	376	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	218	Create new	species	Maculvirus AC2	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:203 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Maculvirus];[Maculvirus//]	NA	377	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	218	Create new	species	Maculvirus AC2	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Maculvirus;Maculvirus AC2'	NA	377	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	219	Move	subfamily	Corkvirinae	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Autoscriptoviridae	NA	35	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	219	Move	subfamily	Corkvirinae	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE subfamily named 'Corkvirinae' to subfamily named 'Corkvirinae' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Corkvirinae	NA	35	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	220	Create new	species	Kotilavirus CX5	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:219 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Corkvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Corkvirinae];[Corkvirinae//Kotilavirus];[Kotilavirus//]	NA	378	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	220	Create new	species	Kotilavirus CX5	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Corkvirinae;Kotilavirus;Kotilavirus CX5'	NA	378	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	221	Create new	species	Kotilavirus MA2	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:219 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Corkvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Corkvirinae];[Corkvirinae//Kotilavirus];[Kotilavirus//]	NA	379	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	221	Create new	species	Kotilavirus MA2	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Corkvirinae;Kotilavirus;Kotilavirus MA2'	NA	379	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	222	Create new	subfamily	Gujervirinae	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Autonotataviridae	NA	27	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	222	Create new	subfamily	Gujervirinae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create subfamily of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Autonotataviridae;Gujervirinae'	NA	27	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	223	Move	genus	Pradovirus	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Autonotataviridae;Gujervirinae	NA	134	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	223	Move	genus	Pradovirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Pradovirus' to genus named 'Pradovirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Pradovirus	NA	134	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	224	Create new	species	Pradovirus IVIADoCa2	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:223 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Pradovirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autonotataviridae//Pradovirus];[Gujervirinae//];[Pradovirus//]	NA	380	NA	NA	NA	NA
