isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	_isolate_name	notes
1028946	202420885	483	1	Drulisvirus ZH5	E	Escherichia phage ZH5	NULL	NULL	OM864357	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage ZH5	NULL
1028947	202421383	928	1	Rindgevirus tarrare	E	Escherichia phage vB_Ec_Tarrare	NULL	NULL	OQ507919	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage vB_Ec_Tarrare	NULL
1028948	202420152	7298	1	Nicoomyvirus beschimmelingae	E	Parvo-like hybrid virus UC4 hbl169par4	NULL	NULL	MT138245	NULL	Coding-complete genome	ssDNA	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.004F.Oomyviridae_newfam.zip	Parvo-like hybrid virus UC4 hbl169par4	NULL
1028949	202420507	14872	1	Potyvirus crocitessellati	E	saffron yellow mosaic virus	SYMV	IR	OK632024	NULL	Complete genome	ssRNA(+)	plants	NULL	NULL	created	created	NULL	2024.012P.Potyviridae_1ng_10nsp.zip	saffron yellow mosaic virus	NULL
1028950	202421171	1095	1	Luzcentumvirus LUZ100	E	Pseudomonas phage LUZ100	NULL	NULL	OP329100	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pseudomonas phage LUZ100	NULL
1028951	202421220	494	1	Micantvirus micant	E	Erwinia phage Micant	NULL	NULL	OM513679	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Erwinia phage Micant	NULL
1028952	202420195	1907	1	Yangvirus cassia	E	Arthrobacter phage Cassia	NULL	NULL	OQ709212	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.005B.Casidaviridae_1nf_9ng_23ns.zip	Arthrobacter phage Cassia	NULL
1028953	202421197	1113	1	Proddevirus proddE	E	Desulfovibrio phage ProddE	NULL	NULL	MZ666938	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Desulfovibrio phage ProddE	NULL
1028954	202420172	7297	1	Avoomyvirus tewensis	E	Parvo-like hybrid virus UC4 par076par1	NULL	NULL	MT138264	NULL	Coding-complete genome	ssDNA	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.004F.Oomyviridae_newfam.zip	Parvo-like hybrid virus UC4 par076par1	NULL
1028955	202420487	8773	1	Ilarvirus ApNMV	E	apple necrotic mosaic virus	ApNMV	P129	LC108993; LC108994; LC108995	NULL	Complete genome	ssRNA(+)	plants	NULL	NULL	created	created	NULL	2024.011P.Bromoviridae_4nsp.zip	apple necrotic mosaic virus	NULL
1028956	202420905	415	1	Drulisvirus K40PH129C1	E	Klebsiella phage vB_Kpn_K40PH129C1	NULL	NULL	OY757065	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage vB_Kpn_K40PH129C1	NULL
1028957	202420464	13480	1	Orthobunyavirus indianense	E	I612045 virus	unavailable	NULL	S: HM627180; M: HM627181; L: HM627182	NULL	Complete genome	ssRNA(-)	invertebrates	NULL	NULL	created	created	NULL	2024.010M.orthobunyavirus_4nsp.zip	I612045 virus	NULL
1028958	202421005	301	1	Friunavirus APK371	E	Acinetobacter phage APK37.1	NULL	NULL	MZ967493	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Acinetobacter phage APK37.1	NULL
1028959	202420215	15789	1	Alphabaculovirus spocosmioidis	E	Spodoptera cosmioides nucleopolyhedrovirus	SpcoNPV	VPN72	MK419955	NULL	Complete genome	dsDNA	invertebrates	NULL	NULL	created	created	NULL	2024.005D.Baculoviridae_4nsp_1absp.zip	Spodoptera cosmioides nucleopolyhedrovirus	NULL
1028960	202421426	737	1	Kayfunavirus NS1	E	Citrobacter phage NS1	NULL	NULL	MN715150	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Citrobacter phage NS1	NULL
1028961	202420407	6152	1	Gimeltorquevirus ursid26	E	giant panda anellovirus Gpb08AV02-5	NULL	NULL	MZ357148	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	giant panda anellovirus Gpb08AV02-5	NULL
1028962	202420656	13014	1	Alphacytorhabdovirus menthae	E	Mentha alphacytorhabdovirus 1	MenACRV1	NULL	BK064280	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Mentha alphacytorhabdovirus 1	NULL
1028963	202420985	274	1	Friunavirus AbP7	E	Acinetobacter phage vB_Ab-P-7	NULL	NULL	OQ982387	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Acinetobacter phage vB_Ab-P-7	NULL
1028964	202421234	806	1	Przondovirus BUCT3589	E	Klebsiella phage BUCT-3589	NULL	NULL	OP256047	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage BUCT-3589	NULL
1028965	202419966	1852	1	Daniellevirus danielle	E	Hafnia phage vB_HpaM_SarahDanielle	NULL	NULL	MW749010	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Hafnia phage vB_HpaM_SarahDanielle	NULL
1028966	202420052	1753	1	Felixounavirus ECOH1	E	Escherichia phage ECOH1	NULL	NULL	ON540300	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Escherichia phage ECOH1	NULL
1028967	202420593	1213	1	Hatfieldvirus porci	E	uncultured phage RVC_JS4_GC31	NULL	NULL	OR769222	NULL	Coding-complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.014B.Grandevirales_1no_2nf_3nsf_4ng_8ns.zip	uncultured phage RVC_JS4_GC31	NULL
1028968	202421048	590	1	Rodentiumvirus R4596	E	Escherichia phage vB_EcoP_R4596	NULL	NULL	MK373771	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage vB_EcoP_R4596	NULL
1028969	202420450	3884	1	Lambovirus wojtek	E	Gordonia phage Wojtek	NULL	NULL	OL455890	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.010B.Dovevirinae_1nsf_1ng_12ns.zip	Gordonia phage Wojtek	NULL
1028970	202420693	13095	1	Betacytorhabdovirus howeae	E	Howea betacytorhabdovirus 1	HowBCRV1	NULL	BK064319	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Howea betacytorhabdovirus 1	NULL
1028971	202420699	13102	1	Betacytorhabdovirus mangonis	E	mango betacytorhabdovirus 1	ManBCRV1	NULL	BK064325	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	mango betacytorhabdovirus 1	NULL
1028972	202420942	473	1	Drulisvirus VLCpiA1i	E	Klebsiella phage VLCpiA1i	NULL	NULL	ON602767	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage VLCpiA1i	NULL
1028973	202420948	416	1	Drulisvirus K51PH129C1	E	Klebsiella phage vB_Kpn_K51PH129C1	NULL	NULL	OY978783	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage vB_Kpn_K51PH129C1	NULL
1028974	202420301	6711	1	Bocaparvovirus ungulate10	E	Equine bocaparvovirus	BocaEqPV	EqPV/B5053	MW915584	NULL	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	created	created	NULL	2024.008D.Parvoviridae_55nsp.zip	Equine bocaparvovirus	NULL
1028975	202420799	4185	1	Adrianbuildvirus ARI0923	E	Streptococcus phage phiARI0923	NULL	NULL	KT337370	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.023B.Mcshanvirinae_1nsf_3ng_25ns.zip	Streptococcus phage phiARI0923	NULL
1028976	202420842	3445	1	Rivavirus rv049ML001	E	Bacillus phage 049ML001	NULL	NULL	MN176227	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.030B.Trautnerviridae_1nf_1nsf_3ng_6ns.zip	Bacillus phage 049ML001	NULL
1028977	202421340	782	1	Ningirsuvirus sibilus	E	Klebsiella phage vB_KpnP_Sibilus	NULL	NULL	MN013082	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage vB_KpnP_Sibilus	NULL
1028978	202420158	7303	1	Nicoomyvirus llwydnae	E	Forsythia suspensa parvo-like virus	NULL	pt110-den-1	MN832444	NULL	Coding-complete genome	ssDNA	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.004F.Oomyviridae_newfam.zip	Forsythia suspensa parvo-like virus	NULL
1028979	202420401	6129	1	Etatorquevirus felid24	E	torque teno felis virus LSF_162_anello1	NULL	NULL	MT538121	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	torque teno felis virus LSF_162_anello1	NULL
1028980	202420991	289	1	Friunavirus APK20	E	Acinetobacter phage APK20	NULL	NULL	MZ936316	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Acinetobacter phage APK20	NULL
1028981	202421240	819	1	Przondovirus cp43	E	Klebsiella phage cp43	NULL	NULL	OX335443	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage cp43	NULL
1028982	202421483	691	1	Gundecimvirus MG11	E	Pseudomonas phage vB_PaeM-G11	NULL	NULL	OQ622254	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pseudomonas phage vB_PaeM-G11	NULL
1028983	202420009	1744	1	Felixounavirus CL1	E	Escherichia phage CL1	NULL	NULL	OK040806	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Escherichia phage CL1	NULL
1028984	202420550	13577	1	Jonvirus mikadosis	E	Mikado virus	MIKV	D35-CI-2004	MZ202272; MZ202273; MZ202274	NULL	Coding-complete genome	ssRNA	invertebrates	NULL	NULL	created	created	NULL	2024.013M.Phasmaviridae.4nsp_3ab_2rn.zip	Mikado virus	NULL
1028985	202421091	1029	1	Serkorvirus RpY2	E	Ralstonia phage RpY2	NULL	NULL	OK318991	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Ralstonia phage RpY2	NULL
1028986	202420874	1966	1	Sharonstreetvirus xiamensis	E	Aeromonas phage phiA034	NULL	NULL	OP792756	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.040B.Sharonstreetvirus_1ns.zip	Aeromonas phage phiA034	NULL
1028987	202421206	242	1	Conareevirus Cd1	E	Caulobacter phage Cd1	NULL	NULL	GU393987	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Caulobacter phage Cd1	NULL
1028988	202420164	7285	1	Avoomyvirus mantarae	E	Phoenicopteridae parvo-like hybrid virus fmg67par025	NULL	NULL	MW046477	NULL	Coding-complete genome	ssDNA	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.004F.Oomyviridae_newfam.zip	Phoenicopteridae parvo-like hybrid virus fmg67par025	NULL
1028989	202420496	2523	1	Anathvirus anath	E	Bacillus phage Anath	NULL	NULL	MG983742	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.012B.Ehrlichviridae_1nf_6ng_1mg_9ns.zip	Bacillus phage Anath	NULL
1028990	202420828	2894	1	Suseptimavirus sv4E8	E	Escherichia phage 4E8	NULL	NULL	OQ689734	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.024B.Mktvariviridae_1nf_1msf_10ns.zip	Escherichia phage 4E8	NULL
1028991	202421160	335	1	Actinidiaevirus Ep4	E	Pseudomonas phage Ep4	NULL	NULL	LC776701	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pseudomonas phage Ep4	NULL
1028992	202420187	2755	1	Dafengvirus linsing	E	Bathyarchaeia jinwuousiales Kupengvirus 1	BjKV1	NULL	PP467599	NULL	Complete genome	dsDNA	archaea	NULL	NULL	created	created	NULL	2024.005A.Bathyarchaeia_4newfam.zip	Bathyarchaeia jinwuousiales Kupengvirus 1	NULL
1028993	202420519	3922	1	Spinunavirus IPP10	E	Streptococcus phage IPP10	NULL	NULL	KY065452	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.013B.Ferrettivirinae_1nsf_3ng_38ns.zip	Streptococcus phage IPP10	NULL
1028994	202420851	3370	1	Dexdertvirus kwekel	E	Gordonia phage Kwekel	NULL	NULL	OR521074	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.034B.Stackebrandtviridae_1nf_2nsf_8mg_8ns.zip	Gordonia phage Kwekel	NULL
1028995	202421183	1076	1	Fussvirus eyrgjafa	E	Pelagibacter phage Eyrgjafa EXVC018P	NULL	NULL	MT375523	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pelagibacter phage Eyrgjafa EXVC018P	NULL
1028996	202420041	1774	1	Felixounavirus JK55	E	Shigella phage JK55	NULL	NULL	MK962758	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Shigella phage JK55	NULL
1028997	202420118	12389	1	Peropuvirus wufengense	E	Wùfeng shrew peropuvirus 1	WfSPV1	WF_Ch.smithii_peropu_1	OQ715590	NULL	Coding-complete genome	ssRNA(-)	vertebrates	NULL	NULL	created	created	NULL	2024.003M.Artoviridae_4nsp.zip	Wùfeng shrew peropuvirus 1	NULL
1028998	202420705	13111	1	Betacytorhabdovirus phellodendri	E	Phellodendron betacytorhabdovirus 1	PheBCRV1	NULL	BK064333	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Phellodendron betacytorhabdovirus 1	NULL
1028999	202421369	976	1	Teetrevirus tv6996	E	Klebsiella phage 6996	NULL	NULL	OL362281	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage 6996	NULL
1029000	202420018	1759	1	Felixounavirus ev035	E	Escherichia phage VpaE1_ev035	NULL	NULL	LR699048	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Escherichia phage VpaE1_ev035	NULL
1029001	202420141	15629	1	Barthadenovirus zootherae	E	scaly thrush (Zoothera dauma) adenovirus 1	NULL	cd_2020_s1	OR233592	NULL	Coding-complete genome	dsDNA	vertebrates	NULL	NULL	created	created	NULL	2024.004D.Adenoviridae_16ns.zip	scaly thrush (Zoothera dauma) adenovirus 1	NULL
1029002	202420682	13078	1	Betacytorhabdovirus bouteloae	E	Bouteloa betacytorhabdovirus 1	BouBCRV1	NULL	BK064309	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Bouteloa betacytorhabdovirus 1	NULL
1029003	202420805	4205	1	Medawarvirus IPP57	E	Streptococcus phage IPP57	NULL	NULL	KY065494	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.023B.Mcshanvirinae_1nsf_3ng_25ns.zip	Streptococcus phage IPP57	NULL
1029004	202421346	676	1	Elunavirus stepyanka	E	Erwinia phage Stepyanka	NULL	NULL	ON715521	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Erwinia phage Stepyanka	NULL
1029005	202421352	961	1	Teetrevirus mtp14	E	Klebsiella phage mtp14	NULL	NULL	OX335419	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage mtp14	NULL
1029006	202419995	1741	1	Felixounavirus BPSELC1	E	Salmonella phage BPSELC-1	NULL	NULL	MN227145	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Salmonella phage BPSELC-1	NULL
1029007	202420659	13017	1	Alphacytorhabdovirus ocimi	E	Ocimum alphacytorhabdovirus 1	OciACRV1	NULL	BK064284	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Ocimum alphacytorhabdovirus 1	NULL
1029008	202419972	1846	1	Mooglevirus silverhawkium	E	Shigella phage Silverhawkium	NULL	NULL	MK562505	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Shigella phage Silverhawkium	NULL
1029009	202420513	3916	1	Spinunavirus ARI01311	E	Streptococcus phage phiARI0131-1	NULL	NULL	KT337341	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.013B.Ferrettivirinae_1nsf_3ng_38ns.zip	Streptococcus phage phiARI0131-1	NULL
1029010	202420287	6563	1	Aquambidensovirus asteroid17	E	uncultured densovirus clone PoaDV5	UncPoaDV5	NULL	MT733041	NULL	Coding-complete genome	ssDNA(+/-)	invertebrates	NULL	NULL	created	created	NULL	2024.008D.Parvoviridae_55nsp.zip	uncultured densovirus clone PoaDV5	NULL
1029011	202420536	3909	1	Hinxtonvirus IPP64	E	Streptococcus phage IPP64	NULL	NULL	KY065500	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.013B.Ferrettivirinae_1nsf_3ng_38ns.zip	Streptococcus phage IPP64	NULL
1029012	202420619	13293	1	Gammaplatrhavirus dendriticum	E	Dicrocoilium rhabdo-like virus 1	DicRLV1	XJ	OP548620	NULL	Coding-complete genome	ssRNA(-)	invertebrates	NULL	NULL	created	created	NULL	2024.014M.Platrhavirus_2ng_30nsp.zip	Dicrocoilium rhabdo-like virus 1	NULL
1029013	202420868	15444	1	Anticleavirus jorvik	E	Rhodobacter phage Jorvik	Jorvik	NULL	OP588643	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.038B.Vinavirales_3nf_1mf_7ng_5ns_3ms.zip	Rhodobacter phage Jorvik	NULL
1029014	202419932	1728	1	Honmavirus pging00G	E	Porphyromonas phage phage012a_381OKJP	NULL	NULL	BK068093	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.001B.Alisviridae_Ludisviridae_Nixviridae_3nf_7ng_24ns.zip	Porphyromonas phage phage012a_381OKJP	NULL
1029015	202420227	13974	1	Unirnavirus allongipei	E	Alternaria longipes non-segmented mycovirus 1	AlRV1	HN28	KJ817371	NULL	Complete genome	dsRNA	fungi	NULL	NULL	created	created	NULL	2024.006F.Amalgaviridae_newgen.zip	Alternaria longipes non-segmented mycovirus 1	NULL
1029016	202421223	487	1	Kakivirus PSTRCR114	E	Providencia phage PSTRCR_114	NULL	NULL	MW358930	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Providencia phage PSTRCR_114	NULL
1029017	202420582	14590	1	Sadwavirus gymnemae	E	Gymnema sylvestre virus 1	GysV1	India	RNA1: BK062888; RNA2: BK062889	NULL	Complete genome	ssRNA(+)	plants	NULL	NULL	created	created	NULL	2024.013P.Secoviridae_1ng_2nsg_34nsp.zip	Gymnema sylvestre virus 1	NULL
1029018	202420665	13027	1	Alphacytorhabdovirus rosae	E	rose alphacytorhabdovirus 1	RosACRV1	NULL	BK064296	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	rose alphacytorhabdovirus 1	NULL
1029019	202420914	459	1	Drulisvirus VAC25	E	Klebsiella phage vB_KpnM-VAC25	NULL	NULL	MZ571827	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage vB_KpnM-VAC25	NULL
1029020	202421415	713	1	Kayfunavirus EcoPRo103C3lw	E	Escherichia phage vB_EcoP-Ro103C3lw	NULL	NULL	MN067430	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage vB_EcoP-Ro103C3lw	NULL
1029021	202419978	1837	1	Mooglevirus M7196WT1	E	Escherichia phage pEC-M719-6WT.1	NULL	NULL	OQ845957	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Escherichia phage pEC-M719-6WT.1	NULL
1029022	202420728	13167	1	Gammacytorhabdovirus silenis	E	Silene gammacytorhabdovirus 1	SilGCRV1	NULL	BK064360	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Silene gammacytorhabdovirus 1	NULL
1029023	202420974	295	1	Friunavirus APK81	E	Acinetobacter phage vB_AbaP_APK81	NULL	NULL	MT741944	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Acinetobacter phage vB_AbaP_APK81	NULL
1029024	202421060	529	1	Maculvirus H256D1	E	Vibrio phage H256D1	NULL	NULL	ON080940	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Vibrio phage H256D1	NULL
1029025	202421269	824	1	Przondovirus GWPB35	E	Klebsiella phage Kp_GWPB35	NULL	NULL	OP970825	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage Kp_GWPB35	NULL
1029026	202421306	894	1	Przondovirus pv117	E	Klebsiella phage 117	NULL	NULL	MN149903	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage 117	NULL
1029027	202420035	1733	1	Felixounavirus allfine	E	Escherichia phage allfine	NULL	NULL	MN850633	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Escherichia phage allfine	NULL
1029028	202420373	6228	1	Qoptorquevirus delphin18	E	torque teno Delphinidae virus 48	NULL	USW2_C1	PP790224	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	torque teno Delphinidae virus 48	NULL
1029029	202421120	551	1	Kaohsiungvirus VPHS15	E	Vibrio phage VP-HS15	NULL	NULL	MN807240	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Vibrio phage VP-HS15	NULL
1029030	202420473	7711	1	Begomovirus jatrophagunturense	E	Jatropha leaf curl Guntur virus	JLCGunV	GuWC10	DNA-A: MZ217773	NULL	Complete genome	ssDNA	plants	NULL	NULL	created	created	NULL	2024.010P.Geminiviridae_Begomovirus_19nsp.zip	Jatropha leaf curl Guntur virus	NULL
1029031	202421014	373	1	Phikmvvirus PA69	E	Pseudomonas phage PA69	NULL	NULL	OR238910	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pseudomonas phage PA69	NULL
1029032	202420081	15972	1	Terrafusivirus michiganense	E	Nitrosopumilaceae spindle-shaped virus NTM1	NTM1	NULL	BK067788	NULL	Complete genome	dsDNA	archaea	NULL	NULL	created	created	NULL	2024.003A.Nipumfusiviridae_newfam.zip	Nitrosopumilaceae spindle-shaped virus NTM1	NULL
1029033	202421409	751	1	Kayfunavirus SFP21B	E	Shigella phage SFP21B	NULL	NULL	OQ031073	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Shigella phage SFP21B	NULL
1029034	202420181	7314	1	Swoomyvirus plijesanensis	E	Cygnus columbianus parvo-like hybrid virus swn66par02	NULL	NULL	MW046458	NULL	Coding-complete genome	ssDNA	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.004F.Oomyviridae_newfam.zip	Cygnus columbianus parvo-like hybrid virus swn66par02	NULL
1029035	202420722	13156	1	Gammacytorhabdovirus betafraxini	E	Fraxinus gammacytorhabdovirus 2	FraGCRV2	NULL	BK064354	NULL	Coding-complete genome	ssRNA(-)	unknown (S)	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Fraxinus gammacytorhabdovirus 2	NULL
1029036	202420957	458	1	Drulisvirus tk2018	E	Klebsiella phage 1 TK-2018	NULL	NULL	MK135468	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage 1 TK-2018	NULL
1029037	202421123	549	1	Kaohsiungvirus VaZX1	E	Vibrio phage Va-ZX-1	NULL	NULL	PP430129	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Vibrio phage Va-ZX-1	NULL
1029038	202421455	710	1	Kayfunavirus CY1	E	Escherichia phage CY1	NULL	NULL	OM937123	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage CY1	NULL
1029039	202420055	1822	1	Felixounavirus VSe11	E	Salmonella virus VSe11	NULL	NULL	MG251391	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Salmonella virus VSe11	NULL
1029040	202420104	9493	1	Jakapalmivirus botritidis	E	Botrytis cinerea binarnavirus 2	BcBNV2	BCS14_DN413	RNA1: MN619796; RNA2: MT119676	NULL	Coding-complete genome	ssRNA(+)	fungi	NULL	NULL	created	created	NULL	2024.003F.Splipalmiviridae_newfam.zip	Botrytis cinerea binarnavirus 2	NULL
1029041	202420602	13273	1	Alphaplatrhavirus ricketti	E	Jingmen bat rhabdovirus 2	JmBRV2	JM_My.ricketti_rhabdo_1	OQ715691	NULL	Coding-complete genome	ssRNA(-)	vertebrates	NULL	NULL	created	created	NULL	2024.014M.Platrhavirus_2ng_30nsp.zip	Jingmen bat rhabdovirus 2	NULL
1029042	202421100	207	1	Atoyacvirus atoyac1	E	Aeromonas phage Atoyac1	NULL	NULL	MT682386	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Aeromonas phage Atoyac1	NULL
